time,station,latitude,longitude,tas,Year
2015-01-01T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.45874,2015
2015-01-02T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.14804,2015
2015-01-03T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.84012,2015
2015-01-04T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.37952,2015
2015-01-05T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.98538,2015
2015-01-06T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,279.01935,2015
2015-01-07T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.1116,2015
2015-01-08T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.0843,2015
2015-01-09T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.75104,2015
2015-01-10T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.5409,2015
2015-01-11T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.18298,2015
2015-01-12T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,257.07834,2015
2015-01-13T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,257.82455,2015
2015-01-14T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,263.85236,2015
2015-01-15T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.0545,2015
2015-01-16T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.99976,2015
2015-01-17T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.11914,2015
2015-01-18T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,274.98196,2015
2015-01-19T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.14825,2015
2015-01-20T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,263.71677,2015
2015-01-21T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,263.8052,2015
2015-01-22T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,262.36328,2015
2015-01-23T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.93634,2015
2015-01-24T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.14206,2015
2015-01-25T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.2512,2015
2015-01-26T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.97125,2015
2015-01-27T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,264.31018,2015
2015-01-28T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.316,2015
2015-01-29T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,270.77112,2015
2015-01-30T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.257,2015
2015-02-01T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.62378,2015
2015-02-02T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,264.109,2015
2015-02-03T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.45248,2015
2015-02-04T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.03656,2015
2015-02-05T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,280.02576,2015
2015-02-06T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,279.0451,2015
2015-02-07T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.3258,2015
2015-02-08T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.90076,2015
2015-02-09T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,269.64532,2015
2015-02-10T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,272.89142,2015
2015-02-11T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,273.73187,2015
2015-02-12T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.05798,2015
2015-02-13T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.90625,2015
2015-02-14T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.41663,2015
2015-02-15T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.91772,2015
2015-02-16T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,276.22864,2015
2015-02-17T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,275.44916,2015
2015-02-18T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,276.7257,2015
2015-02-19T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,277.32565,2015
2015-02-20T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,279.523,2015
2015-02-21T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,273.1162,2015
2015-02-22T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,268.07068,2015
2015-02-23T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,270.93967,2015
2015-02-24T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,276.1081,2015
2015-02-25T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,276.61893,2015
2015-02-26T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,265.86856,2015
2015-02-27T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,266.1255,2015
2015-02-28T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,264.97827,2015
2015-02-29T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,267.3534,2015
2015-02-30T12:00:00Z,GridPointRequestedAt[42.360N_71.058W],42.375,-71.125,271.65363,2015
