time,station,latitude,longitude,tas,Year,tas_F
1950-01-01T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,265.66388,1950,18.524984000000053
1950-01-02T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,265.9687,1950,19.073660000000064
1950-01-03T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,268.2187,1950,23.123660000000065
1950-01-04T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,272.1693,1950,30.23474000000008
1950-01-05T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,266.1712,1950,19.43816000000004
1950-01-06T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,269.85992,1950,26.07785600000002
1950-01-07T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,263.1918,1950,14.075240000000043
1950-01-08T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,260.6541,1950,9.50738000000009
1950-01-09T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,257.5968,1950,4.004239999999992
1950-01-10T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,256.04492,1950,1.2108560000000246
1950-01-11T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,261.6696,1950,11.335280000000047
1950-01-12T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,262.3531,1950,12.565580000000011
1950-01-13T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,273.107,1950,31.92260000000009
1950-01-14T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,279.38828,1950,43.22890400000006
1950-01-15T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,272.22784,1950,30.34011200000007
1950-01-16T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,273.16064,1950,32.01915200000004
1950-01-17T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,276.06213,1950,37.24183400000008
1950-01-18T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,271.60608,1950,29.220944000000078
1950-01-19T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,260.98517,1950,10.10330600000001
1950-01-20T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,264.33054,1950,16.124972000000014
1950-01-21T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,265.03955,1950,17.401190000000078
1950-01-22T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,264.5097,1950,16.447460000000056
1950-01-23T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,265.72656,1950,18.637808000000053
1950-01-24T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,266.44073,1950,19.923313999999994
1950-01-25T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,272.12482,1950,30.15467600000004
1950-01-26T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,279.224,1950,42.93320000000002
1950-01-27T12:00:00Z,GridPointRequestedAt[41.884N_87.632W],41.875,-87.625,282.8438,1950,49.44884000000002
